label,original,text,favorite_count,retweet_count,user.followers_count,user.friends_count,user.verified,user.created_at,created_at,txt_len,avg_wrd_length,url_cnt,puncutaion_cnt,tweet_age
0,"Federal grants drive cop militarization: in '12 St. Louis County got Bearcat armored vehicle, other goodies http://t.co/uZymzagDmU #ferguson",federal grant drive cop militarization 12 st louis county get bearcat armored vehicle goody,48,141,10051,3219,False,Sun Sep 07 02:34:26 +0000 2008,Wed Aug 13 01:01:48 +0000 2014,16,6.0,1,2,5.93
0,Current situation in #ferguson http://t.co/plUngrLNQY,current situation,247,1115,4783,1137,False,Thu Aug 26 19:29:50 +0000 2010,Wed Aug 13 23:19:22 +0000 2014,3,6.0,1,0,3.97
0,Today the world is a world of tyranny and lies. The flag of #HumanRights is borne by enemies of human rights w/US leading them! #Ferguson,today world world tyranny lie flag borne enemy human right w u lead,104,224,69732,3,False,Tue Mar 31 21:25:18 +0000 2009,Fri Aug 15 18:37:00 +0000 2014,24,4.0,0,2,5.38
0,"The sights and sounds from #Ferguson, Missouri are unbelievable: http://t.co/D0n0QYN8x2 http://t.co/A3obQOvf4o",sight sound missouri unbelievable,277,655,418825,36955,True,Mon Feb 04 14:34:39 +0000 2008,Wed Aug 13 00:56:46 +0000 2014,8,6.0,2,1,6.52
0,The #Ferguson police have NOT interviewed the primary eye witness to Michael Brown's murder &amp; they won't release how many times he was shot.,police interviewed primary eye witness michael brown murder release many time shot,61,191,52552,873,False,Tue Feb 06 05:17:19 +0000 2007,Wed Aug 13 01:34:45 +0000 2014,24,4.0,0,1,7.52
0,"Protesters march peacefully alongside state troopers in #Ferguson: http://t.co/qqiQ0XKDRN (Scott Olson, Getty Images) http://t.co/D6DKEK0z5n",protester march peacefully alongside state trooper scott olson getty image,180,282,1208906,734,True,Wed Aug 06 19:55:31 +0000 2008,Fri Aug 15 11:54:09 +0000 2014,11,6.0,2,1,6.02
0,"Oh, this new @JColeNC is very emotional, I suggest you take a listen. http://t.co/mrCwhINAXf #Ferguson",oh new emotional suggest take listen,98,128,155709,2658,False,Sun Sep 06 16:51:14 +0000 2009,Fri Aug 15 13:40:33 +0000 2014,12,4.0,1,3,4.94
0,Bizarre. Police are now refusing to let us into their own press conference regarding #ferguson.,bizarre police refuse let u press conference regard,181,680,22177,989,False,Sun Mar 16 02:54:24 +0000 2008,Wed Aug 13 23:36:44 +0000 2014,14,5.0,0,2,6.41
0,This isn't a war yet police are armed a and approaching like we're in Iraq. #Ferguson,war yet police arm approach like iraq,57,206,28544,521,False,Wed Mar 21 05:53:23 +0000 2007,Wed Aug 13 23:14:16 +0000 2014,17,3.0,0,1,7.4
0,Natl bar :if #Ferguson officers name isn't released by Monday they will seek court order forcing the release. #MikeBrown @ksdknews,natl bar officer name release monday seek court order force release,62,202,8585,5092,True,Wed Oct 08 15:47:39 +0000 2008,Wed Aug 13 18:16:47 +0000 2014,18,4.0,0,1,5.85
0,"Don't tell a heartbroken community how to feel, what to say. Try listening to them instead. #Ferguson",tell heartbroken community feel say try listen instead,351,391,28686,1111,False,Mon Jun 15 23:14:30 +0000 2009,Sun Aug 10 03:54:40 +0000 2014,17,4.0,0,3,5.15
0,They broke out the terrorist response gear for citizens in #Ferguson protesting cold blooded police murder. Are we still in America??,broke terrorist response gear citizen protest cold blood police murder still america,56,161,2077,584,False,Mon Jan 19 23:56:39 +0000 2009,Sun Aug 10 01:54:22 +0000 2014,20,5.0,0,3,5.56
0,"No Skittles, Arizona Iced Tea, Cops On Scene. Another Black Teen Dead. Whats Their Excuse Now?. #Ferguson #MikeBrown http://t.co/d0CvLFAnQK",skittle arizona iced tea cop scene another black teen dead whats excuse,74,155,10045,7468,False,Thu Apr 29 13:29:46 +0000 2010,Sun Aug 10 16:03:17 +0000 2014,16,5.0,1,6,4.28
0,Wherein a bunch of guys who served in Iraq and Afgh look at the #ferguson cops and say: WTF? http://t.co/moUOH56BJl via @BI_Defense,wherein bunch guy serve iraq afgh look cop say wtf via,60,185,13182,399,True,Tue Apr 14 05:53:59 +0000 2009,Wed Aug 13 04:07:27 +0000 2014,19,3.0,1,1,5.33
0,Important new image in #Ferguson via @leisazigman. http://t.co/V8zlGQNDJI,important new image via,296,405,58810,1451,True,Wed May 27 16:45:59 +0000 2009,Wed Aug 13 20:18:58 +0000 2014,5,4.0,1,1,5.22
0,Protestors have crossed the police line in #Ferguson https://t.co/Y2CxIZe4Hk,protestors cross police line,52,211,106627,1041,True,Thu Mar 06 19:51:29 +0000 2008,Sun Aug 10 14:59:30 +0000 2014,7,5.0,1,0,6.43
0,Someone please remind me what year it is again? #ferguson http://t.co/33cebmojwV,someone please remind year,3289,7953,415,574,False,Thu Apr 18 01:51:00 +0000 2013,Sun Aug 10 02:07:52 +0000 2014,9,4.0,1,1,1.31
0,SWAT police just entered a McDonald's in #Ferguson and started asking journalists for ID http://t.co/jksMWqGPR5 (via @ryanjreilly),swat police enter mcdonald start ask journalist id via,227,970,1293881,862,False,Sat Apr 09 05:10:37 +0000 2011,Wed Aug 13 23:55:23 +0000 2014,15,5.0,1,0,3.35
0,What the media won't show #Ferguson #MikeBrown @zellieimani @SpookPacShakur @AntonioFrench @elonjames @WesleyLowery http://t.co/ohtjw2Kiav,medium show,153,343,342,432,False,Sat Sep 01 13:54:43 +0000 2012,Fri Aug 15 20:51:50 +0000 2014,6,3.0,1,0,1.95
0,Watching #Ferguson being on the verge of imposing martial law is far better than any reality TV. Tune in now: http://t.co/7QTY8soT46,watch verge impose martial law far well reality tv tune,100,295,1293904,862,False,Sat Apr 09 05:10:37 +0000 2011,Wed Aug 13 23:18:36 +0000 2014,19,4.0,1,1,3.35
0,One photo was taken in a failed state whose people live under martial law. The other is from Iraq. #Ferguson http://t.co/2UyiWNNZi9,one photo take fail state whose people live martial law iraq,72,164,14740,603,False,Sat Jan 10 17:24:58 +0000 2009,Fri Aug 15 11:16:23 +0000 2014,19,4.0,1,2,5.59
0,The police officer who killed Mike Brown has been put on paid administrative leave. #Ferguson,police officer kill mike brown put paid administrative leave,133,835,133577,127,True,Fri Mar 13 12:55:21 +0000 2009,Sun Aug 10 01:15:03 +0000 2014,14,5.0,0,1,5.41
0,"People DEBATING whether #MikeBrown shoplifted or not-- IT DOESN'T MATTER.
Shoplifting isn't punishable by DEATH IN THE STREET. #Ferguson",people debate whether shoplift matter shoplift punishable death street,298,802,1935,914,False,Wed Apr 28 20:29:42 +0000 2010,Sun Aug 10 06:29:01 +0000 2014,19,5.0,0,4,4.28
0,"You guess photo of war? Yes, you are right. This is a war between oppressor &amp; oppressed. #Ferguson #MikeBrown http://t.co/74TvAG92CR",guess photo war yes right war oppressor oppress,68,202,124965,3561,False,Sat Jan 29 10:17:34 +0000 2011,Wed Aug 13 23:37:57 +0000 2014,16,4.0,1,4,3.54
0,Don't believe shit you see on TV. Residents of #Ferguson LIVE TWEETED this entire ordeal and we watched it unfold.,believe shit see tv resident live tweet entire ordeal watch unfold,73,172,8104,1269,False,Thu Jan 01 05:10:44 +0000 2009,Fri Aug 15 19:13:37 +0000 2014,20,4.0,0,2,5.62
0,"When police are militarized, they go to war with citizens. #Ferguson http://t.co/WHMDzIegv1",police militarize go war citizen,65,175,175,253,False,Sat Sep 07 15:08:20 +0000 2013,Wed Aug 13 04:15:56 +0000 2014,10,5.0,1,2,0.93
0,Don't get confused: rage is the right response to what happened in #Ferguson. http://t.co/cQr7vRI59I http://t.co/zVjOuMcV7L,get confuse rage right response happen,161,271,112678,14386,True,Thu Mar 12 18:09:36 +0000 2009,Wed Aug 13 22:35:03 +0000 2014,13,4.0,2,1,5.42
0,"Heading to #ferguson after rally, #michaelbrown's mother didn't speak, but thanked supporters http://t.co/uE33pZXz43",head rally mother speak thanked supporter,81,112,721,1167,True,Mon Nov 17 19:20:55 +0000 2008,Fri Aug 15 00:15:34 +0000 2014,12,5.0,1,2,5.74
0,Do u know how powerful it is 4 blk ppl to be able to tell their OWN stories in the face of oppression?! That's what's happening in #Ferguson,u know powerful 4 blk ppl able tell story face oppression happen,84,118,10290,416,False,Wed Mar 11 21:14:50 +0000 2009,Wed Aug 13 04:26:17 +0000 2014,29,3.0,0,2,5.42
0,"The oppressed stands with the oppressed.

#Palestine stands with #Ferguson. http://t.co/OAubDhcxeW",oppress stand oppress stand,223,296,68373,27443,False,Mon Jul 25 04:30:28 +0000 2011,Fri Aug 15 19:45:04 +0000 2014,8,6.0,1,2,3.06
0,The #Ferguson killing was live-tweeted. https://t.co/BPPYbOlw5h via @7im,kill live tweet via,338,940,22501,6273,True,Wed Jan 14 02:29:32 +0000 2009,Fri Aug 15 19:35:27 +0000 2014,6,4.0,1,2,5.59
0,Cops gun down a 17-year-old in front of you &amp; lock down your neighborhood with scores of armed cops because THEY feel threatened #Ferguson,cop gun 17 year old front lock neighborhood score arm cop feel threaten,90,237,3592,2590,False,Tue Jan 08 23:31:12 +0000 2008,Sun Aug 10 02:18:40 +0000 2014,24,4.0,0,2,6.59
0,"The black &amp; unarmed group on the left is called an ""angry mob"" vs the armed white group called supporters #Ferguson http://t.co/EuEvQHHEpK",black unarmed group left call angry mob v arm white group call supporter,359,953,13982,13903,False,Fri Jul 03 21:24:55 +0000 2009,Sun Aug 10 13:13:53 +0000 2014,19,4.0,1,2,5.1
0,SWAT police just entered a McDonald's in #Ferguson and started asking journalists for ID http://t.co/OjxJFkJVUT (via @ryanjreilly),swat police enter mcdonald start ask journalist id via,55,311,34535,25806,False,Sat Feb 18 00:30:45 +0000 2012,Wed Aug 13 23:56:24 +0000 2014,15,5.0,1,0,2.48
0,Look at this RT @grasswire: State Senator asks the #Ferguson police chief if she's going to be gassed again. http://t.co/w0iTWrD6w6,look rt state senator asks police chief go gas,36,126,6060,1161,False,Tue Mar 17 12:16:46 +0000 2009,Wed Aug 13 23:54:20 +0000 2014,18,4.0,1,1,5.41
0,"#Ferguson cops on loud speaker seems to be trying Jedi mind tricks on crowd, crowd seems immune to the Jedi arts",cop loud speaker seem try jedi mind trick crowd crowd seem immune jedi art,205,316,11887,1020,True,Thu Oct 30 16:38:44 +0000 2008,Wed Aug 13 23:00:54 +0000 2014,20,4.0,0,1,5.79
0,"Again, WATCH: #Ferguson Police Fire Tear Gas on Protesters with ""Hands Up"" in Their Own Backyard http://t.co/BarqIACZw5",watch police fire tear gas protester hand backyard,70,256,10291,416,False,Wed Mar 11 21:14:50 +0000 2009,Wed Aug 13 17:19:53 +0000 2014,15,5.0,1,3,5.42
0,Tell Congress to demilitarize local police departments! &gt; &gt; &gt; http://t.co/HhTrkPtXwx #Ferguson http://t.co/Mh3jjXO1sG,tell congress demilitarize local police department,93,159,28588,8623,False,Tue May 13 20:35:15 +0000 2008,Fri Aug 15 22:15:15 +0000 2014,7,7.0,2,1,6.26
0,"Ppl in #Ferguson v sensitive to media descriptions of rioting, so worth noting: only behavior accurately described as such happened Sun.",ppl v sensitive medium description rioting worth note behavior accurately described happen sun,88,247,102607,3788,True,Tue May 20 22:42:46 +0000 2008,Wed Aug 13 15:55:54 +0000 2014,20,5.0,0,2,6.23
0,"Capt. Ron Johnson leads #Ferguson protestors through a peaceful night #RonJohnson #leader
http://t.co/JpUnwUsN6f http://t.co/Vl504sVOaE",capt ron johnson lead protestors peaceful night,187,182,536947,396,True,Sun Apr 19 16:10:21 +0000 2009,Fri Aug 15 11:20:12 +0000 2014,9,6.0,2,1,5.32
0,"“When you dress police up like soldiers, they start thinking like soldiers. And soldiers engage an enemy.” http://t.co/PtrZIIiIHb #Ferguson",dress police like soldier start think like soldier soldier engage enemy,98,202,357928,2584,True,Thu Mar 22 22:34:57 +0000 2007,Fri Aug 15 17:53:48 +0000 2014,17,5.0,1,3,7.4
0,No one should live in a town where militarized police point loaded weapons at unarmed citizens #Ferguson http://t.co/nk0Ugf0tpR #morningjoe,one live town militarize police point load weapon unarmed citizen,47,112,7807,3706,False,Tue Feb 01 07:40:04 +0000 2011,Wed Aug 13 10:22:32 +0000 2014,16,5.0,1,0,3.53
0,#BREAKING here's copy of joint statement from US Attorney re: #MikeBrown #Ferguson @kmov http://t.co/AQNT2X55tS,copy joint statement u attorney,25,100,2910,389,False,Sat May 02 18:43:10 +0000 2009,Wed Aug 13 20:43:46 +0000 2014,10,4.0,1,0,5.28
0,The American people are the new insurgents. #ferguson #PoliceState http://t.co/iwQEwOd1gK,american people new insurgent,75,192,63810,139,False,Mon Jan 05 20:04:23 +0000 2009,Wed Aug 13 08:50:39 +0000 2014,7,5.0,1,1,5.6
0,"""Hands up! Don't shoot!"" #Ferguson, MO, protests spread to nearby Clayton. http://t.co/s7KHztwXeq http://t.co/9Ww2erUujj",hand shoot mo protest spread nearby clayton,194,237,182220,43376,True,Fri Oct 12 21:21:51 +0000 2007,Fri Aug 15 13:01:11 +0000 2014,11,4.0,2,7,6.84
0,"When a policeman asks 'why are you filming?' ...
#tcot #uniteblue #teaparty #gop #ferguson http://t.co/3Dlod16f5I",policeman asks film,122,241,10428,10393,False,Mon Oct 22 22:13:25 +0000 2012,Fri Aug 15 19:53:25 +0000 2014,8,4.0,1,4,1.81
0,#Ferguson heavily armed police in military gear arriving on armed personnel carriers now http://t.co/GbGdrhZBlM,heavily arm police military gear arrive arm personnel carrier,45,278,3749,995,True,Sun Apr 19 02:03:17 +0000 2009,Wed Aug 13 22:46:44 +0000 2014,12,6.0,1,0,5.32
0,"World of difference: police walking with protesters, wearing normal uniforms, state Highway Patrol chief hugging it out. #Ferguson",world difference police walk protester wear normal uniform state highway patrol chief hug,218,270,122303,2045,True,Mon Jun 22 17:29:54 +0000 2009,Fri Aug 15 00:12:19 +0000 2014,17,6.0,0,3,5.15
0,The City Is Ours #NYC #Ferguson #HandsUpDontShoot https://t.co/0XQAlczZVo,city,41,102,6288,2115,False,Mon Jun 08 08:36:37 +0000 2009,Fri Aug 15 00:11:07 +0000 2014,4,3.0,1,0,5.19
0,Brutal treatment of black ppl isn’t indeed the only anti-human rights act by US govt;look at US’s green light to #Israel’s crimes. #Ferguson,brutal treatment black ppl indeed anti human right act u govt look u green light crime,100,223,69710,3,False,Tue Mar 31 21:25:18 +0000 2009,Fri Aug 15 19:07:59 +0000 2014,26,4.0,0,2,5.38
0,"Also, the National Association of Black Psychologists will be on-site to provide free crisis counseling to residents of #Ferguson today.",also national association black psychologist site provide free crisis counsel resident today,38,125,185,280,False,Fri Jan 11 04:53:19 +0000 2013,Wed Aug 13 12:57:18 +0000 2014,20,5.0,0,3,1.59
0,Technology can be used to expand democracy or enforce tyranny. Where we draw the line matters. #Ferguson http://t.co/d0DUaTczyW,technology use expand democracy enforce tyranny draw line matter,250,467,43969,1469,False,Thu Sep 29 23:43:55 +0000 2011,Fri Aug 15 21:06:00 +0000 2014,16,5.0,1,2,2.88
0,"Rapper J. Cole releases ‘Be Free,’ inspired by Michael Brown in #Ferguson http://t.co/IOhCDqcPkS",rapper j cole release free inspire michael brown,54,107,25525,730,True,Tue May 19 20:38:34 +0000 2009,Fri Aug 15 19:27:13 +0000 2014,11,4.0,1,2,5.24
0,Police line moving towards peaceful protesters in #ferguson,police line move towards peaceful protester,48,235,4780,1137,False,Thu Aug 26 19:29:50 +0000 2010,Wed Aug 13 23:28:45 +0000 2014,7,6.0,0,0,3.97
0,Police begged media for discretion about location of q&amp;a. Are set up about half a mile from QuikTrip/protest site #Ferguson,police beg medium discretion location q set half mile quiktrip protest site,83,123,102891,3792,True,Tue May 20 22:42:46 +0000 2008,Fri Aug 15 19:04:14 +0000 2014,21,4.0,0,1,6.24
0,48 media organizations sign  protest letter objecting to the treatment of reporters in #Ferguson http://t.co/GG8ERIh9wT #butnotpolitico,48 medium organization sign protest letter object treatment reporter,60,135,74520,402,True,Wed Feb 05 16:49:01 +0000 2014,Fri Aug 15 21:34:54 +0000 2014,13,6.0,1,0,0.52
0,"#Ferguson picture from earlier in the day, high powered rifles trained on protesters http://t.co/OYOur3ZCrA",picture earlier day high power rifle train protester,488,2369,12035,1020,True,Thu Oct 30 16:38:44 +0000 2008,Wed Aug 13 03:20:08 +0000 2014,12,5.0,1,1,5.79
0,All of yesterday's Vines in one YouTube video. #ferguson  http://t.co/Q2wUmBg5Cr,yesterday vine one youtube video,152,286,106309,1041,True,Thu Mar 06 19:51:29 +0000 2008,Wed Aug 13 12:12:52 +0000 2014,9,4.0,1,1,6.44
0,"""He threw his hands up and they shot him. The boy fell and they shot him some more."" http://t.co/WTqOpAhVRw  #ferguson #mikebrown",threw hand shot boy fell shot,80,430,14657,282,False,Tue Aug 21 02:25:11 +0000 2007,Sun Aug 10 03:04:47 +0000 2014,18,4.0,1,4,6.98
0,"""Don't shoot! Don't shoot!"" #ferguson  https://t.co/qxvFf6BaWX",shoot shoot,181,494,16614,10797,False,Thu Sep 03 14:52:44 +0000 2009,Sun Aug 10 18:14:42 +0000 2014,6,3.0,1,4,4.94
0,"Sitting in McDonalds in #Ferguson, man says to cashier: ""They're trying to make this about looting...this is about police murdering a kid""",sit mcdonalds man say cashier try make loot police murder kid,463,845,104066,3796,True,Tue May 20 22:42:46 +0000 2008,Wed Aug 13 16:47:36 +0000 2014,23,4.0,0,6,6.23
0,At the #Ferguson police dept headquarters https://t.co/jIaKhelaAk,police dept headquarters,89,272,105154,1041,True,Thu Mar 06 19:51:29 +0000 2008,Sun Aug 10 03:04:11 +0000 2014,5,5.0,1,0,6.43
0,"If you're recording in video #ferguson, please use apps like Bambuser that record to a server so it can't be deleted if your phone is seized",record video please use apps like bambuser record server delete phone seize,161,713,740,356,False,Sat Feb 13 21:45:16 +0000 2010,Wed Aug 13 23:37:54 +0000 2014,27,4.0,0,1,4.5
0,"Police announce ""your right to demonstrate is not being obstructed"" #Ferguson",police announce right demonstrate obstruct,26,166,4780,1137,False,Thu Aug 26 19:29:50 +0000 2010,Wed Aug 13 23:34:36 +0000 2014,10,6.0,0,2,3.97
0,RT @FOX2now: The #STL SWAT team has weapons drawn in #Ferguson at a protest in broad daylight with media attending http://t.co/WZjhZvwhSm,rt swat team weapon drawn protest broad daylight medium attend,49,313,8693,801,False,Thu Feb 26 21:19:12 +0000 2009,Wed Aug 13 22:56:01 +0000 2014,17,4.0,1,0,5.46
0,This is the police presence at a peaceful protest - in the USA. #Ferguson right NOW!!  WTF!!! http://t.co/PzBjoRoale,police presence peaceful protest usa right wtf,254,1024,124966,3561,False,Sat Jan 29 10:17:34 +0000 2011,Wed Aug 13 23:04:09 +0000 2014,15,4.0,1,7,3.54
0,To hear the exact dispatch call the moments of #MikeBrown's murder: http://t.co/q4BV14ZToy #Ferguson,hear exact dispatch call moment murder,64,124,18388,36,False,Tue Aug 12 06:41:41 +0000 2014,Fri Aug 15 13:56:49 +0000 2014,11,4.0,1,0,0.01
0,"Dear media:
If Michael Brown's race is mentioned in a news report, so should officer Darren Wilson's race. #Ferguson",dear medium michael brown race mention news report officer darren wilson race,245,228,49868,8883,True,Sat Aug 23 11:18:35 +0000 2008,Fri Aug 15 17:24:02 +0000 2014,20,4.0,0,2,5.98
0,Justice must be served!  #Ferguson #MikeBrown,justice must serve,2,178,429043,746,False,Mon Mar 30 23:39:58 +0000 2009,Fri Aug 15 00:06:11 +0000 2014,4,5.0,0,1,5.38
0,"So would that ""angry mob"" in #Ferguson also qualify as ""concerned citizens""? What's the difference, skin color? #justice4all",would angry mob also qualify concerned citizen difference skin color,141,235,49956,5300,False,Sat Apr 16 21:46:31 +0000 2011,Sun Aug 10 00:47:28 +0000 2014,17,5.0,0,7,3.32
0,Police dogs snarl at a crowd of mourners in #Ferguson. They are mourning the killing of another teenager by police http://t.co/BVGJAu2jvV”,police dog snarl crowd mourner mourn kill another teenager police,72,357,51320,987,True,Tue Jul 29 11:47:59 +0000 2008,Sun Aug 10 02:01:19 +0000 2014,19,4.0,1,1,6.03
0,"This is not Kiev, Ukraine. This is #Ferguson, Missouri right now. http://t.co/RXZ0xkaBrP",kiev ukraine missouri right,46,119,23869,132,False,Fri Apr 26 13:27:49 +0000 2013,Wed Aug 13 05:48:02 +0000 2014,10,4.0,1,4,1.3
0,Community organizations on-site in #Ferguson http://t.co/mDz9Z9dque,community organization site,47,103,107889,1041,True,Thu Mar 06 19:51:29 +0000 2008,Wed Aug 13 21:02:52 +0000 2014,5,6.0,1,1,6.44
0,"The whistleblower said they would often have ""Black day"" or ""tan day"" to just arrest Black or Brown people by the #StLouis PD. #Ferguson",whistleblower say would often black day tan day arrest black brown people pd,117,548,17596,5078,False,Sat Jan 24 23:05:24 +0000 2009,Wed Aug 13 01:07:15 +0000 2014,22,4.0,0,5,5.55
0,"If Michael Brown had been carrying a gun, would Republicans still say he had a right to bear arms? Or is that only for white men? #ferguson",michael brown carry gun would republican still say right bear arm white men,49,102,415,298,False,Sun Apr 26 22:53:28 +0000 2009,Fri Aug 15 16:44:52 +0000 2014,26,4.0,0,3,5.3
0,Charges filed against man shot by police in #Ferguson on Wednesday; cops say he pointed gun at them: http://t.co/fbOOmrP8Zz,charge file man shot police wednesday cop say point gun,30,183,1958,818,True,Sat Oct 18 02:21:56 +0000 2008,Wed Aug 13 23:29:47 +0000 2014,17,4.0,1,0,5.82
0,"""The fatal shooting of an unarmed teenager deserves a full review."" AG Eric Holder #MikeBrown #Ferguson",fatal shoot unarmed teenager deserves full review ag eric holder,63,146,2827,1041,False,Fri Jun 12 01:48:21 +0000 2009,Wed Aug 13 00:41:44 +0000 2014,14,5.0,0,3,5.17
0,WAKE UP!!! #Ferguson http://t.co/4N8kRGBXUf,wake,111,252,55119,35022,False,Thu Jun 18 08:34:40 +0000 2009,Wed Aug 13 15:41:18 +0000 2014,2,3.0,1,3,5.16
0,"#MikeBrown's mother: ""Police not telling us nothing, cause they have nothing to say."" #Ferguson http://t.co/P7QwG3sTru",mother police tell u nothing cause nothing say,246,744,133402,125,True,Fri Mar 13 12:55:21 +0000 2009,Sun Aug 10 14:20:45 +0000 2014,13,4.0,1,4,5.41
0,SWAT overlooks protestors in #Ferguson. They've all moved to sidewalk. http://t.co/peY5cOVBZl,swat overlook protestors move sidewalk,396,1619,54093,4279,True,Fri Jul 27 19:01:55 +0000 2007,Wed Aug 13 23:02:51 +0000 2014,10,5.0,1,2,7.05
0,Wow  RT @AntonioFrench: State Senator asks the #Ferguson police chief if she's going to be gassed again. https://t.co/wgnDJbEaGV,wow rt state senator asks police chief go gas,28,139,5442,805,False,Sun Nov 13 21:34:14 +0000 2011,Wed Aug 13 20:22:35 +0000 2014,16,4.0,1,1,2.75
0,"#Ferguson. RT @BmoreConetta: Swat truck repositioned, gun pointing straight at protesters http://t.co/Ayh8FhhLp7",rt swat truck reposition gun point straight protester,158,758,1293906,859,False,Sat Apr 09 05:10:37 +0000 2011,Wed Aug 13 23:33:08 +0000 2014,9,6.0,1,2,3.35
0,"Snipers rifles aimed at unarmed American citizens right now in St. Louis, MO. #Ferguson http://t.co/us4dcQ8CxC",sniper rifle aim unarmed american citizen right st louis mo,723,2773,106425,1041,True,Thu Mar 06 19:51:29 +0000 2008,Wed Aug 13 23:49:06 +0000 2014,13,5.0,1,3,6.44
0,"Statement from St. Louis County Police Officers Assoc., saying @GovJayNixon put officers lives in danger. #Ferguson http://t.co/plnDpI5uRE",statement st louis county police officer assoc say put officer life danger,132,465,1571,1463,False,Fri Mar 27 00:15:58 +0000 2009,Fri Aug 15 21:39:39 +0000 2014,14,5.0,1,4,5.39
0,I'll be on @msnbc with @TheRevAl in about 10 mins discussing #Ferguson #JusticeForMikeBrown and #PeaceInFerguson. Tune in.,10 min discuss tune,127,144,101158,1031,True,Thu Mar 06 19:51:29 +0000 2008,Fri Aug 15 21:50:36 +0000 2014,13,3.0,0,2,6.45
0,"Putting out a specific call again: this story should be told by Black youth, from #Ferguson. If that's you, we have a platform, get at me",put specific call story told black youth platform get,123,229,1117,1802,False,Mon Sep 05 21:07:44 +0000 2011,Wed Aug 13 03:31:29 +0000 2014,26,4.0,0,4,2.94
0,Left: police that #Obama condemned under Yanukovych. Right: #Obama's police in #Ferguson. #Hypocrisy #USA #Ukraine http://t.co/9x4PBwQ0Sg,left police condemn yanukovych right police,30,101,359,754,False,Tue Apr 29 06:13:27 +0000 2014,Wed Aug 13 22:06:06 +0000 2014,10,5.0,1,2,0.29
0,"#Ferguson crowd gone, crowd showed restraint, chanted &amp; yelled at police then left, scene now empty, only media here http://t.co/Tu2LrnSG6c",crowd go crowd show restraint chant yell police left scene empty medium,53,102,11077,1019,True,Thu Oct 30 16:38:44 +0000 2008,Wed Aug 13 04:30:31 +0000 2014,17,5.0,1,4,5.79
0,Ferguson police chief speaks with protesters early Friday am. #ferguson http://t.co/uFHeK4MyxT,ferguson police chief speaks protester early friday,111,107,119,147,False,Fri Jul 25 17:53:33 +0000 2014,Fri Aug 15 11:45:52 +0000 2014,9,6.0,1,1,0.05
0,"We don't need to stinkin' #PoliceState Americans!
This must stop!
.@StupidTeanuts: Going 2 War w/ Americans #Ferguson http://t.co/lo4ZQ59DHS",need stinkin american must stop go 2 war w american,51,112,6424,7044,False,Mon Feb 01 08:17:59 +0000 2010,Wed Aug 13 11:15:52 +0000 2014,15,4.0,1,3,4.53
0,"Anti-Gunners Donated $500k+ 2 Defeat Pro-Gun Sheriff, He Won Anyway! http://t.co/KdWIsaSDhT #tcot #2A #Ferguson #NRA http://t.co/9LQkU5JOlv",anti gunner donate 500k 2 defeat pro gun sheriff anyway,372,547,21044,10881,False,Sat Nov 17 18:46:39 +0000 2012,Wed Aug 13 20:36:57 +0000 2014,12,4.0,2,4,1.74
0,"BREAKING: Instead of dispersing, protesters got on their knees with their hands up. http://t.co/mvPftWrnEs #Ferguson",break instead disperse protester get knee hand,50,123,23508,133,False,Fri Apr 26 13:27:49 +0000 2013,Wed Aug 13 04:15:21 +0000 2014,13,5.0,1,2,1.3
0,Protest in #Ferguson. The police dogs are visible again. https://t.co/Fvdw0cKGXk,protest police dog visible,39,170,106570,1041,True,Thu Mar 06 19:51:29 +0000 2008,Sun Aug 10 15:28:21 +0000 2014,8,5.0,1,2,6.43
0,"Captain Johnson: ""Last night was a great night."" #Ferguson",captain johnson last night great night,125,129,100856,1031,True,Thu Mar 06 19:51:29 +0000 2008,Fri Aug 15 16:11:22 +0000 2014,8,5.0,0,3,6.44
0,#Ferguson v #Bundy: Black jaywalking teen shot &amp; killed by cops. White trespassig rancher's militia aim guns at cops. http://t.co/MEGjYq2feR,v black jaywalking teen shot kill cop white trespassig rancher militia aim gun cop,75,234,11859,1666,False,Tue Jul 15 21:46:11 +0000 2008,Sun Aug 10 18:09:39 +0000 2014,17,5.0,1,2,6.07
0,One of the great photos of American history taken by @kodacohen.  Things much more peaceful in #Ferguson last night. http://t.co/MIoN5P9QIW,one great photo american history take thing much peaceful last night,124,124,133587,127,True,Fri Mar 13 12:55:21 +0000 2009,Fri Aug 15 10:43:38 +0000 2014,17,4.0,1,2,5.42
0,Destruction of property and destruction of life are false equivalents. #MikeBrown #Ferguson,destruction property destruction life false equivalent,149,179,13531,687,False,Sun Jan 22 02:17:35 +0000 2012,Wed Aug 13 02:25:59 +0000 2014,10,6.0,0,1,2.56
0,"This is #Ferguson, a suburb in America. http://t.co/GfmHLo4u5q",suburb america,54,221,881,669,False,Tue Aug 13 17:03:52 +0000 2013,Wed Aug 13 02:54:59 +0000 2014,6,4.0,1,2,1.0
0,#BREAKING: State Senator Maria Chapelle Nadal has been taken into police custody; she had been tear-gassed at an earlier protest. #Ferguson,state senator maria chapelle nadal take police custody tear gas earlier protest,14,151,624,2001,False,Mon Jun 24 17:53:31 +0000 2013,Wed Aug 13 23:44:51 +0000 2014,20,5.0,0,2,1.14
